communityName,state,countyCode,communityCode,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,medIncome,PctPopUnderPov,PctNotHSGrad,PctUnemployed,PctEmploy,PctForeignBorn,PolicPerPop,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Nutleytownship,NJ,13,53680,27099,1.76,92.73,4.7,3.27,43172,5.04,20.49,5.15,63.16,10.51,,,1,3.63,3,10.89,24,87.13,49,177.9,198,718.85,355,1288.85,123,446.56,15,54.46,279.55,2508.71
Kelsocity,WA,,,11820,0.34,94.54,1.1,3.49,23887,20.43,27.43,10.15,52.87,3.06,,,0,0,30,241.06,17,136.6,45,361.59,191,1534.75,751,6034.55,62,498.19,11,88.39,739.25,8155.89
Donnacity,TX,,,12652,0.16,80.6,0.15,88.19,16922,38.96,59.01,18.14,42.59,18.14,,,1,6.78,7,47.46,8,54.24,26,176.27,270,1830.51,961,6515.25,85,576.27,0,0,284.75,8922.03
Hollywoodcity,FL,,,121697,8.52,88.25,1.32,11.86,27352,11.01,27.12,6.05,55.91,17.8,224.6,190844.5,9,7.09,42,33.1,475,374.31,518,408.2,2287,1802.21,6900,5437.35,1303,1026.79,21,16.55,822.7,8282.9
Pittsburghcity,PA,3,61000,369879,25.78,72.13,1.61,0.94,20747,21.42,27.55,9.07,50.78,4.58,65.4,28680.5,80,22.55,226,63.7,2784,784.71,1389,391.51,4611,1299.68,13017,3669.03,6506,1833.81,335,94.42,1262.47,6896.95
Wethersfieldtown,CT,3,84900,25651,1.14,97.54,0.78,1.65,43888,2.7,19.99,3.46,59.41,12.34,,,0,0,3,11.68,22,85.67,29,112.93,116,451.71,473,1841.9,96,373.83,2,7.79,210.28,2675.23
Florencecity,KY,,,18624,0.91,97.86,0.96,0.77,31270,8.91,23.54,3.33,67.75,1.81,,,0,0,5,22.75,27,122.84,70,318.49,152,691.57,954,4340.51,56,254.79,0,0,464.08,5286.86
Whitehallborough,PA,3,84512,14451,0.51,99.02,0.3,0.42,34183,6.66,13.26,4.11,55.91,1.85,,,0,0,3,21.27,1,7.09,2,14.18,9,63.81,87,616.85,23,163.07,0,0,42.54,843.73
Cliftoncity,NJ,31,13690,71742,1.4,92.76,3.5,6.8,39905,4.7,27.14,4.71,62.31,19.04,190.9,93692.8,0,0,8,10.75,72,96.79,73,98.14,438,588.82,1402,1884.76,450,604.95,5,6.72,205.68,3085.26
Plymouthtown,MA,23,54310,45608,1.85,96.6,0.62,1.22,39886,5.75,15.79,7.16,63.87,2.95,,,1,2.06,14,28.86,11,22.68,409,843.23,464,956.62,1009,2080.24,76,156.69,1,2.06,896.83,3195.61
FortCollinscity,CO,,,87758,0.98,93.3,2.39,7.06,26826,16.95,8.55,5.64,64.74,4.44,,,1,0.99,68,67.05,26,25.64,294,289.9,760,749.39,3447,3398.87,172,169.6,27,26.62,383.57,4344.48
Lincolntown,RI,7,41500,18045,0.23,98.28,1.05,1.01,37082,4.8,23.89,4.91,63.54,5.22,,,0,0,8,42.98,3,16.12,3,16.12,100,537.26,467,2509,134,719.93,1,5.37,75.22,3771.56
Rosemeadcity,CA,,,51638,0.62,35.44,34.33,49.66,29770,20.02,46.16,8.41,56.21,48.39,,,8,15.3,10,19.13,265,506.84,377,721.05,631,1206.85,893,1707.95,452,864.49,10,19.13,1262.31,3798.41
Ashlandcity,OR,,,16234,0.5,95.98,2.09,2.35,23579,17.35,9.95,6.19,58.98,5.19,,,1,5.8,5,28.98,11,63.76,8,46.37,154,892.6,772,4474.58,34,197.07,12,69.55,144.9,5633.8
MiamiShoresvillage,FL,,,10084,20.39,76.19,1.86,13.52,41670,11.12,14.97,4.8,62.12,23.96,,,0,0,2,18.16,106,962.32,49,444.85,314,2850.66,526,4775.31,213,1933.73,1,9.08,1425.33,9568.77
OaklandParkcity,FL,,,26326,12.86,83.17,1.7,11.94,27708,10.36,21.69,4.61,69.27,16.61,,,2,6.76,27,91.2,179,604.65,268,905.28,970,3276.58,2440,8242.13,496,1675.45,2,6.76,1607.89,13200.92
NewCastlecity,IN,,,17753,2.15,97.31,0.16,0.57,19343,19.72,36.54,11.23,53.61,0.42,,,0,0,6,31.78,6,31.78,11,58.26,217,1149.24,901,4771.74,46,243.62,0,0,121.81,6164.6
Plainviewcity,TX,,,21700,6.71,64.19,0.59,41.86,21433,22.58,37.63,8,59.74,6.89,,,4,17.59,4,17.59,20,87.93,101,444.05,315,1384.92,857,3767.86,39,171.47,7,30.78,567.16,5355.02
Laconiacity,NH,1,40180,15743,0.13,98.7,0.77,0.62,29116,8.24,22.98,7.74,61.3,3.09,,,1,6.47,62,401.35,4,25.89,30,194.2,144,932.16,728,4712.58,41,265.41,44,284.83,627.91,6194.98
Franklintown,MA,21,25065,22095,0.67,98.04,1,0.65,50679,2.4,12.24,5.23,68.84,3.45,,,0,0,2,7.7,2,7.7,14,53.93,16,61.64,227,874.49,25,96.31,0,0,69.34,1032.44
Wilkinsburgborough,PA,3,85188,21080,52.54,46.2,0.58,0.62,22709,17.28,19.13,8.8,57.17,2.02,,,6,29.5,19,93.42,184,904.71,317,1558.66,344,1691.42,432,2124.1,347,1706.17,11,54.09,2586.29,5575.77
Pecoscity,TX,,,12069,2.78,96.27,0.26,72.66,19017,26.74,52.26,13.32,50.3,11.71,,,0,0,1,8.41,4,33.66,23,193.52,107,900.29,298,2507.36,8,67.31,0,0,235.59,3474.97
BattleCreekcity,MI,25,5920,53540,16.54,80.74,1.25,1.83,25306,18.26,23.41,10.22,54.72,2.25,142.8,82143.5,8,10.38,,,194,251.77,490,635.93,1172,1521.03,3339,4333.38,271,351.71,27,35.04,,6241.16
Clearfieldcity,UT,,,21435,4.59,85.69,4.03,8.29,26875,17.51,13.46,6.5,60.9,4.49,,,1,4.19,5,20.95,8,33.51,29,121.49,91,381.22,544,2278.92,35,146.62,7,29.32,180.13,2836.08
PompanoBeachcity,FL,,,72411,28.48,69.97,0.57,5.36,29683,16.05,26.27,6.34,52.13,14.18,330.4,182766.91,7,9.11,54,70.24,626,814.31,1375,1788.62,2231,2902.11,5124,6665.37,1117,1453.01,29,37.72,2682.28,11058.21
Warwicktownship,PA,71,81168,11622,0.17,98.67,0.69,0.92,41338,2.69,22.37,2.44,74.05,1.46,,,0,0,0,0,0,0,2,16.92,2,16.92,58,490.78,1,8.46,0,0,16.92,516.16
Westfordtown,MA,17,76135,16392,0.23,97.86,1.65,0.99,60566,1.12,9.51,5.41,72.98,3.19,,,0,0,1,5.88,1,5.88,14,82.38,44,258.91,155,912.09,14,82.38,0,0,94.15,1253.38
WarrensvilleHeightscity,OH,35,80990,15745,88.99,9.51,0.91,0.53,27893,10.28,23.01,9.34,64.76,2.42,,,3,18.98,9,56.93,69,436.49,66,417.51,114,721.15,353,2233.05,167,1056.43,9,56.93,929.91,4067.56
Alvincity,TX,,,19220,1.83,84.86,0.5,21.76,28860,14.01,26.19,4.56,64.33,5.12,,,2,9.11,5,22.79,17,77.48,53,241.55,178,811.23,1006,4584.81,56,255.22,2,9.11,350.93,5660.38
Everettcity,WA,,,69961,1.66,91.73,3.91,2.82,28415,12.04,19,6.38,60.69,6.37,194.1,174888,4,5.21,116,151.12,161,209.74,126,164.15,915,1192.03,4565,5947.11,461,600.57,60,78.17,530.22,7817.87
Beavertoncity,OR,,,53310,1,89.44,7.66,3.3,33951,6.45,8.52,3.79,73.08,9.74,,,0,0,17,28.13,52,86.06,122,201.91,523,865.55,2234,3697.21,287,474.98,29,47.99,316.1,5085.73
Wilmingtoncity,OH,,,11199,5.76,93.12,0.75,0.35,25300,15.05,22.29,6.61,60.42,1.27,,,1,8.61,9,77.47,6,51.64,33,284.04,60,516.44,442,3804.44,19,163.54,0,0,421.76,4484.42
Alabastercity,AL,,,14732,10.98,88.46,0.33,0.54,39261,5.65,22.15,2.83,70.38,1.11,,,1,5.75,3,17.24,2,11.49,18,103.45,22,126.44,56,321.86,7,40.23,,,137.94,
Martinsvillecity,IN,,,11677,0,99.43,0.15,0.51,24868,10.84,30.57,5.96,59.84,0.39,,,0,0,1,8.03,0,0,26,208.84,59,473.9,408,3277.11,20,160.64,3,24.1,216.87,3935.74
PomptonLakesborough,NJ,31,60090,10539,0.54,97.23,1.53,2.98,48864,2.07,20.26,3.61,68.89,7.93,,,0,0,0,0,0,0,6,54.25,38,343.58,191,1726.94,19,171.79,0,0,54.25,2242.31
Amarillocity,TX,,,157615,5.99,82.71,1.88,14.74,24915,16.77,24.28,6.76,62.47,4.12,148.7,67608.3,11,6.54,89,52.93,208,123.7,821,488.28,2739,1628.98,9351,5561.37,649,385.98,69,41.04,671.46,7617.37
Bethlehemcity,PA,77,6088,18867,1.42,95.82,1.01,3.87,30565,6.09,25.24,4.06,58.36,4.38,,,1,1.37,18,24.68,73,100.08,134,183.71,533,730.73,1944,2665.17,174,238.55,7,9.6,309.84,3644.04
Coltoncity,CA,,,40213,8.72,58.22,4.27,49.74,28838,15.59,29.69,9.69,61.56,16.91,,,6,14.48,15,36.19,172,415,261,629.74,803,1937.46,1390,3353.76,640,1544.18,18,43.43,1095.4,6878.83
Middletowntownship,PA,17,49120,43063,1.57,96.52,1.52,1.23,46756,3.52,15.07,3.53,68.25,3.6,,,0,0,5,11.07,22,48.69,21,46.48,206,455.9,1319,2919.11,220,486.89,,,106.23,
Daphnecity,AL,,,11290,15.89,83.31,0.42,0.95,38017,7.06,11.47,4.13,64.57,1.26,,,0,0,0,0,3,20.55,15,102.77,94,644.06,335,2295.31,12,82.22,,,123.33,
Chesterfieldtownship,MI,99,15340,25905,1.48,97.11,0.83,1.15,42026,4.31,15.58,5.38,70.99,3.18,,,0,0,,,5,18.78,64,240.44,145,544.74,849,3189.57,72,270.49,2,7.51,,4012.32
LowerMakefieldtownship,PA,17,44968,25083,1.42,95.27,3.02,1.09,69904,1.8,5.62,2.95,70.48,5.79,,,1,3.92,0,0,1,3.92,4,15.68,107,419.39,359,1407.13,48,188.14,0,0,23.52,2014.66
GardenGrovecity,CA,,,143050,1.5,67.32,20.51,23.47,39882,10.42,25.6,6.21,65.8,30.48,113,112009.6,13,8.74,33,22.19,430,289.17,441,296.57,1759,1182.9,5075,3412.87,1799,1209.8,65,43.71,616.67,5849.28
Bridgewatertownship,NJ,35,7720,32509,1.6,92.63,5.07,2.53,63533,1.62,10.96,2.64,73.18,10.42,,,0,0,0,0,16,45.78,15,42.92,101,288.99,698,1997.2,70,200.29,5,14.31,88.7,2500.79
SanFernandocity,CA,,,22580,1.18,38.97,1.43,82.74,32128,17.68,59.31,9.65,61.12,44.39,,,3,12.98,7,30.29,113,488.9,138,597.07,219,947.52,454,1964.26,311,1345.56,4,17.31,1129.23,4274.65
Radnortownship,PA,45,63264,28703,3.16,92.98,3.58,1.72,51762,5.31,7.03,3.49,56.26,7.43,,,1,3.43,2,6.85,4,13.7,10,34.25,66,226.07,420,1438.65,36,123.31,1,3.43,58.23,1791.46
Hendersoncity,KY,,,25945,10.48,88.94,0.31,0.38,22085,17.04,33.72,8.42,58.5,0.45,,,1,3.75,20,74.91,12,44.95,312,1168.58,272,1018.76,1179,4415.9,82,307.13,9,33.71,1292.18,5775.5
Alliancecity,OH,151,1420,23304,12.06,86.84,0.53,0.7,21040,19.29,28.3,11.58,49.71,1.66,,,0,0,25,105.16,96,403.8,120,504.75,428,1800.29,1600,6730.04,149,626.74,21,88.33,1013.71,9245.39
Andovertown,MA,9,1465,29151,0.84,95.04,3.76,1.49,61070,2.93,8.78,4.05,66.8,7.07,,,0,0,9,29.15,7,22.67,16,51.82,178,576.54,540,1749.04,131,424.31,1,3.24,103.65,2753.13
Stocktoncity,CA,,,210943,9.63,57.54,22.8,24.96,26876,21.37,33.37,10.28,52.95,22.62,108.2,119126.2,45,20.11,157,70.17,1554,694.52,1744,779.43,5362,2396.4,12291,5493.14,3696,1651.83,132,58.99,1564.23,9600.36
Windhamtown,ME,5,86025,13020,0.25,99.12,0.17,0.41,37245,3.82,15.41,4.35,66.33,2.22,,,0,0,2,15.23,4,30.46,6,45.68,102,776.61,268,2040.51,36,274.1,3,22.84,91.37,3114.06
Ferndalecity,MI,125,27880,25084,1.39,95.76,1.43,1.7,28964,10.66,26.23,6.29,64.35,6.66,,,1,4.28,,,80,342.6,151,646.65,243,1040.64,990,4239.65,221,946.43,6,25.69,,6252.41
Ephrataborough,PA,71,23832,12133,0.22,97.96,1.01,1.71,30907,5.78,29.71,2.28,71.03,2.27,,,0,0,3,23.56,3,23.56,10,78.54,50,392.71,267,2097.08,14,109.96,0,0,125.67,2599.75
Albioncity,MI,25,980,10066,30.76,66.29,0.74,4.7,20078,25.36,29.49,12.35,49.77,2.14,,,1,9.75,,,17,165.81,88,858.29,101,985.08,382,3725.74,9,87.78,3,29.26,,4827.86
Bridgetoncity,MO,,,17779,3.66,94.66,1.33,0.94,38619,2.98,18.65,3.04,67.51,1.59,,,1,5.58,6,33.46,91,507.5,43,239.81,193,1076.35,820,4573.09,139,775.19,0,0,786.35,6424.63
Prescottcity,AZ,,,26455,0.48,95.25,0.56,7.14,22517,13.27,16.66,6.89,45.52,3.38,,,1,3.18,14,44.51,16,50.87,107,340.2,227,721.73,1285,4085.59,83,263.89,15,47.69,438.76,5118.91
Delanocity,CA,,,22762,2.35,24.26,21.54,62.45,21054,23.66,58.07,23.83,48.85,39.87,,,4,14.38,14,50.32,73,262.37,117,420.52,435,1563.45,1324,4758.65,175,628.98,1,3.59,747.58,6954.68
Athenscity,AL,,,16901,17.99,80.98,0.67,0.46,25823,14.4,33.7,6.03,58.66,1.33,,,2,10.61,2,10.61,7,37.13,94,498.54,96,509.15,476,2524.53,21,111.38,,,556.88,
OakCreekcity,WI,79,58800,19513,0.73,96.89,0.86,3.21,39995,2.19,18.88,3.79,72.87,2.74,,,0,0,6,30.84,12,61.69,7,35.98,107,550.04,700,3598.42,62,318.72,0,0,128.51,4467.18
EastRidgecity,TN,,,21101,0.53,98.03,1.14,0.45,26728,7.62,24.3,4.64,63.18,1.89,,,1,4.74,3,14.23,23,109.07,33,156.49,229,1085.98,649,3077.73,92,436.29,0,0,284.54,4599.99
Livoniacity,MI,163,49000,100850,0.26,98.04,1.34,1.34,48645,2.59,15.33,4.5,64.22,6.82,145.6,115755,1,0.99,,,82,81.21,148,146.57,622,615.99,2686,2660.06,444,439.71,,,,
Eurekacity,CA,,,27025,1.43,88.19,4.39,4.8,21812,18.66,20.72,8.55,54.62,5.61,,,4,14.62,25,91.39,66,241.28,203,742.12,610,2230.02,2051,7497.99,298,1089.42,38,138.92,1089.42,10956.35
Escondidocity,CA,,,108635,1.46,85.15,3.72,23.36,32895,11.21,22.05,6.23,63.89,17.17,,,8,6.84,26,22.23,215,183.86,481,411.34,1490,1274.22,4809,4112.58,1247,1066.41,33,28.22,624.28,6481.43
CocoaBeachcity,FL,,,12123,0.5,98.01,0.91,2.76,35862,5.24,9.8,3.72,49.05,7.61,,,2,16.32,2,16.32,20,163.24,52,424.42,200,1632.39,992,8096.64,59,481.55,1,8.16,620.31,10218.74
ArroyoGrandecity,CA,,,14378,0.61,92.71,3.64,9.03,34796,8.35,16.06,5.14,57.03,6.13,,,0,0,5,32.85,6,39.41,95,624.06,116,762,384,2522.5,21,137.95,6,39.41,696.31,3461.87
Shorewoodvillage,WI,79,73725,14116,1.54,96.24,1.62,1.64,34417,6.31,8.19,2.78,66.26,7.11,,,1,7.34,1,7.34,14,102.71,6,44.02,73,535.54,462,3389.33,31,227.42,0,0,161.4,4152.3
Ocoeecity,FL,,,12778,1.31,94.6,0.99,8.41,32014,7.7,28.86,5.19,70.56,5.17,,,0,0,7,46.03,11,72.33,76,499.7,181,1190.08,620,4076.53,81,532.58,0,0,618.06,5799.2
SealBeachcity,CA,,,25098,0.98,93.7,4.21,4.99,32834,4.83,13.68,2.9,48.61,9.8,,,1,3.99,3,11.97,35,139.68,22,87.8,224,893.96,482,1923.61,137,546.75,12,47.89,243.44,3412.22
Romecity,NY,65,63418,44350,7.95,89.42,1.27,3.86,24234,12.06,25.67,5.86,55.69,4.5,,,0,0,9,20.38,14,31.71,39,88.33,215,486.95,580,1313.64,49,110.98,8,18.12,140.42,1929.7
Beckleycity,WV,,,18296,22.25,76.07,1.3,0.63,19110,21.38,28.37,8.32,44.61,1.9,,,3,16.2,13,70.22,46,248.47,160,864.26,248,1339.6,1175,6346.89,64,345.7,12,64.82,1199.16,8097.01
Anaheimcity,CA,,,266406,2.54,71.44,9.39,31.44,39620,10.64,24.59,5.56,69.68,28.43,,,33,11.64,70,24.69,909,320.58,,,3942,1390.22,9145,3225.16,3607,1272.08,74,26.1,,5913.55
Greenburghtown,NY,119,30367,83816,13.15,77.73,7.6,5.88,58947,4.1,12.2,4.37,66.54,18.11,,,0,0,2,4.87,48,116.89,46,112.01,188,457.8,1135,2763.84,22,53.57,4,9.74,233.77,3284.96
LakeJacksoncity,TX,,,22776,3.2,89.46,2.23,10.79,46007,3.43,9.77,3.28,69.58,5.27,,,1,3.91,4,15.65,4,15.65,8,31.31,89,348.27,450,1760.91,34,133.05,1,3.91,66.52,2246.14
Paramountcity,CA,,,47669,10.69,48.15,5.75,60.83,29015,17.6,49.9,9.88,60.47,37.55,,,13,24.78,20,38.12,369,703.25,629,1198.76,730,1391.24,1149,2189.78,907,1728.57,26,49.55,1964.89,5359.15
Fairmontcity,WV,,,20210,6.65,92.61,0.36,0.63,18370,21.89,25.74,13.48,43.58,1.73,,,0,0,1,4.83,12,57.99,95,459.07,119,575.05,614,2967.04,29,140.14,0,0,521.89,3682.23
Herefordcity,TX,,,14745,2.01,69.7,0.25,51.71,21120,27.89,43.25,7.7,57.72,8.3,,,1,6.61,2,13.22,9,59.48,57,376.69,124,819.46,598,3951.89,38,251.12,8,52.87,455.99,5075.34
Edinacity,MN,53,18188,46070,0.72,97.19,1.73,0.71,48936,3.21,5.29,3,62.03,3.71,,,1,2.13,,,17,36.21,28,59.63,346,736.89,1353,2881.54,84,178.9,8,17.04,,3814.37
WestDeptfordtownship,NJ,15,78800,19380,3.86,94.87,0.92,1.28,38410,5.25,20.42,3.88,68.6,2.56,,,1,4.92,2,9.84,9,44.29,17,83.66,146,718.47,443,2180.01,42,206.68,1,4.92,142.71,3110.08
Gardnercity,MA,27,25485,20125,2,95.41,0.9,2.77,28035,10.98,32.05,9.36,55.34,8.64,,,0,0,15,73.38,7,34.24,145,709.36,191,934.4,319,1560.59,49,239.71,1,4.89,816.99,2739.59
Scherervilletown,IN,,,19926,0.72,97.01,1.27,3.57,42658,3.43,12.75,3.3,70.87,5.49,,,0,0,1,4.05,5,20.24,0,0,85,344.09,497,2011.9,88,356.23,3,12.14,24.29,2724.37
VanBurencity,AR,,,14979,1.61,94.27,2.18,1.67,21105,18.58,35.44,7.38,58.11,2.1,,,0,0,2,11.69,3,17.54,13,76,157,917.86,665,3887.75,48,280.62,1,5.85,105.23,5092.08
Piquacity,OH,,,20612,3.75,95.26,0.51,0.56,25026,14.18,30.5,7.34,59.88,0.97,,,0,0,26,124.57,10,47.91,8,38.33,169,809.7,921,4412.61,43,206.02,3,14.37,210.81,5442.7
InverGroveHeightscity,MN,37,31076,22477,0.74,97.12,0.63,2.5,39378,7.23,12.4,4.46,76.3,1.27,,,0,0,,,3,12.13,30,121.31,192,776.35,671,2713.19,78,315.39,19,76.83,,3881.77
Coventrytown,CT,13,17800,10063,0.78,98.37,0.25,1.17,46426,3.16,13.47,4.23,74.11,4.04,,,1,9.77,0,0,0,0,8,78.19,63,615.72,155,1514.86,6,58.64,5,48.87,87.96,2238.08
SanClementecity,CA,,,41100,0.67,91.56,2.71,12.86,46374,6.99,9.64,3.66,67.45,12.15,,,3,6.61,10,22.04,31,68.32,99,218.18,370,815.41,662,1458.92,214,471.61,16,35.26,315.14,2781.21
Salemcity,MA,9,59105,38091,2.67,92.96,1.37,6.69,32645,11.7,21.8,7.28,63.19,8.9,,,1,2.65,14,37.13,31,82.23,41,108.75,489,1297.05,1268,3363.31,374,992.02,3,7.96,230.76,5660.33
Lakewoodcity,CO,,,126481,1.04,93.15,1.93,9.1,34054,7.6,11.82,4.78,70.2,4.07,147.9,103866,6,4.65,31,24,174,134.71,427,330.58,1256,972.38,5355,4145.8,615,476.13,73,56.52,493.93,5650.82
Miamicity,FL,,,358548,27.39,65.64,0.63,62.46,16925,31.17,52.37,11.02,53.19,59.72,654.6,485431.41,127,33.53,204,53.87,7082,1869.98,7089,1871.83,12277,3241.71,31871,8415.45,11178,2951.52,267,70.5,3829.21,14679.18
Manalapantownship,NJ,25,42990,26716,3.07,92.84,3.58,2.73,58028,2.61,14.18,4.36,61.5,9.26,,,0,0,2,7.16,3,10.73,20,71.55,88,314.83,331,1184.17,25,89.44,2,7.16,89.44,1595.59
Narragansetttown,RI,9,48340,14985,0.82,97.15,0.88,1.03,35545,13.03,12.82,5.3,66.82,3.32,,,0,0,4,26.79,1,6.7,59,395.15,149,997.92,263,1761.44,23,154.04,0,0,428.64,2913.4
Monroecity,NC,,,16127,40.2,58.27,0.59,1.33,23153,16.69,35.05,6.03,63.46,0.52,,,3,15.17,12,60.69,37,187.14,126,637.3,387,1957.41,1172,5927.87,62,313.59,1,5.06,900.31,8203.94
BayCitycity,TX,,,18170,17.51,66.29,1.43,26.47,25452,22.2,29.38,7.84,57.2,4.71,,,2,10.39,5,25.98,27,140.3,80,415.69,,,1379,7165.5,65,337.75,3,15.59,592.36,
Nederlandcity,TX,,,16192,0.54,97.08,0.8,4.54,33253,6.69,15.74,3.85,62.53,1.32,,,0,0,11,63.79,3,17.4,9,52.19,123,713.29,629,3647.65,52,301.55,0,0,133.38,4662.49
Coatesvillecity,PA,29,14712,11038,39.8,57.15,0.47,4.98,24887,18.19,32.4,6.87,55.49,2.85,,,2,16.87,6,50.6,76,640.97,41,345.79,110,927.72,331,2791.6,66,556.63,3,25.3,1054.23,4301.26
Fitchburgcity,WI,25,25950,15648,4.47,93.33,1.34,1.49,35550,5.34,7.34,1.9,80.77,3.21,,,0,0,1,5.82,6,34.92,33,192.08,133,774.16,313,1821.89,25,145.52,0,0,232.83,2741.56
Calntownship,PA,29,10824,11997,13.95,83.5,1.84,1.38,41129,6.69,16.76,3.05,65.33,3.63,,,0,0,4,32.78,14,114.74,37,303.23,68,557.29,392,3212.59,50,409.77,0,0,450.75,4179.64
Albuquerquecity,NM,,,384736,2.98,78.24,1.73,34.49,27555,13.98,16.09,6.32,63.87,5.54,50.7,15260.4,50,11.91,259,61.71,1552,369.78,4835,1151.97,8199,1953.47,20552,4896.67,3578,852.49,231,55.04,1595.37,7757.66
PalmBeachGardenscity,FL,,,22965,0.81,97.24,1.48,3.48,44688,4.51,9.11,2.57,65.61,7.08,,,0,0,1,3.51,29,101.72,68,238.51,328,1150.47,1378,4833.39,194,680.46,3,10.52,343.74,6674.85
Milfordtown,MA,27,41165,25355,1.34,96.16,0.99,4.03,38180,4.45,23.28,6.78,65.29,9.72,,,0,0,2,7.57,2,7.57,0,0,56,211.97,125,473.14,75,283.89,0,0,15.14,969
Arcatacity,CA,,,15197,1.22,91.62,2.69,4.74,18551,28.12,14.28,9.44,53.91,4.63,,,0,0,8,51.52,6,38.64,48,309.12,169,1088.36,970,6246.78,53,341.32,4,25.76,399.28,7702.22
UnionCitycity,CA,,,53762,8.58,43.92,33.44,25.08,46988,6.51,22.53,4.49,70.57,32.35,,,1,1.8,21,37.73,119,213.79,166,298.23,638,1146.22,1793,3221.29,267,479.69,27,48.51,551.55,4895.71
Opelikacity,AL,,,22122,39.13,59.4,1.31,0.33,25369,20.77,30.1,6.91,62.78,1.6,,,3,12.5,17,70.81,79,329.04,556,2315.8,434,1807.66,1107,4610.77,76,316.55,,,2728.14,
Middletowntown,CT,7,47360,42762,11.1,85.43,1.93,3.3,37644,7.02,22.74,4.43,67.72,7.53,,,3,7.04,5,11.73,27,63.36,59,138.45,323,757.95,1463,3433.06,290,680.51,3,7.04,220.58,4878.56
Dublincity,OH,,,16366,0.89,94.27,4.54,0.68,71996,1.04,2.09,1.32,73.73,4.86,,,0,0,2,9.15,8,36.61,4,18.3,157,718.47,506,2315.58,36,164.74,0,0,64.07,3198.79
Parsippany-TroyHillstownship,NJ,27,56460,48478,3.6,85.09,10.14,4.15,50475,2.13,14.32,3.11,73.19,16.7,,,3,6.02,11,22.09,15,30.12,45,90.35,391,785.03,810,1626.28,104,208.81,10,20.08,148.57,2640.19
RanchoPalosVerdescity,CA,,,41659,1.89,76.19,20.51,5.32,79797,3.16,4.79,2.33,62.98,23.24,,,1,2.27,4,9.08,21,47.67,117,265.59,239,542.53,363,824.01,96,217.92,8,18.16,324.61,1602.62
Gulfportcity,FL,,,11727,3.33,95.17,0.52,2.24,21397,10,27.71,5.79,45.05,9.56,,,0,0,2,16.96,35,296.74,117,991.95,270,2289.11,718,6087.33,36,305.21,3,25.43,1305.64,8707.08
Claremontcity,NH,19,12900,13902,0.26,98.43,0.57,0.51,25532,13.05,32.44,7.32,58.91,3.63,,,0,0,27,198.34,0,0,12,88.15,80,587.67,461,3386.47,18,132.23,2,14.69,286.49,4121.06
Vancouvercity,WA,,,46380,2.26,92.27,3.18,3.02,21552,17.06,19.98,7.63,55.34,4.77,,,3,5.69,43,81.59,96,182.16,314,595.83,629,1193.55,2905,5512.33,360,683.11,40,75.9,865.28,7464.9
Plainfieldcity,NJ,39,59190,46567,65.65,26.5,1.06,15.02,38463,12.22,28.56,8.65,66.65,15.06,279.8,180159.59,9,19.99,28,62.19,377,837.31,296,657.41,924,2052.19,1609,3573.57,424,941.7,16,35.54,1576.9,6603
Edgewatercity,FL,,,15337,0.73,98.37,0.4,1.06,25053,10.17,28.14,4.13,53.15,3.16,,,0,0,12,65.41,4,21.8,164,893.98,103,561.46,637,3472.34,24,130.83,2,10.9,981.19,4175.52
Sandwichtown,MA,1,59735,15489,0.42,98.39,0.52,0.85,43500,4.8,7.93,4.36,64.51,3.56,,,0,0,2,12.18,3,18.27,84,511.45,98,596.69,232,1412.57,28,170.48,0,0,541.89,2179.74
NewLondontown,CT,11,52350,28540,16.84,72.98,2.15,12.12,26336,15.15,24.65,7.97,62.63,6.62,,,8,35.1,11,48.26,74,324.68,69,302.74,339,1487.36,998,4378.73,132,579.15,6,26.33,710.78,6471.57
TempleCitycity,CA,,,31100,0.62,71.93,19.51,18.85,38789,5.56,16.88,4.6,62,24.03,,,0,0,7,20.65,50,147.48,127,374.59,305,899.6,403,1188.65,128,377.54,11,32.44,542.71,2498.23
Brandoncity,MS,,,11077,12.24,87.1,0.51,0.6,40633,7.32,14.33,3.52,68,1.13,,,1,7.66,1,7.66,2,15.32,24,183.88,72,551.64,64,490.35,10,76.62,1,7.66,214.53,1126.26
Hamtramckcity,MI,163,36280,18372,14.03,83.65,1.25,1.59,16751,28.5,43.93,16.36,42.4,21.15,,,5,30.17,,,128,772.25,257,1550.53,476,2871.79,919,5544.49,447,2696.83,11,66.37,,11179.49
Branchburgtownship,NJ,35,7180,10888,1.35,94.37,3.99,1.57,67833,1.68,10.31,3.85,75.39,8.55,,,0,0,2,17.09,0,0,7,59.81,30,256.34,147,1256.09,7,59.81,9,76.9,76.9,1649.15
Durhamtown,NH,17,19700,11818,0.63,97.19,1.98,0.84,42477,19.5,2.64,7.83,50.38,4.41,,,0,0,9,75.37,0,0,4,33.5,44,368.48,191,1599.53,9,75.37,3,25.12,108.87,2068.5
